Name,CA,PA,PA Min,PA Max
Omotayo Daniel Adaramola,105,-75,120,150
Ondřej Penxa,70,-75,120,150
Onesime Zimuangana,88,-75,120,150
Orri Steinn Óskarsson,116,-75,120,150
Osama Mubarak Hajaj Al-Mermesh,85,-75,120,150
Oscar Bobb,115,-75,120,150
Oscar Luigi Fraulo,109,-75,120,150
Oscar Schwartau,109,-75,120,150
Oscar Steven Preciado Zambrano,107,-75,120,150
Oscar Vilhelmsson,108,-75,120,150
Oscar Winther Højlund,106,-75,120,150
Othmane Maamma,81,-75,120,150
Otso Liimatta,108,-75,120,150
Otto Rosengren,114,-75,120,150
Oumar Camara,80,-75,120,150
Oumar Diakité,105,-75,120,150
Ousmane Camara,110,-75,120,150
Owen Michael Beck,109,-75,120,150
Owen Olamidayo Goodman,95,-75,120,150
Owen Wolff,95,-75,120,150
Pablo Cortés García,91,-75,120,150
Pablo Emiliano Lara Nevarez,54,-75,120,150
Pablo Marín Tejada,106,-75,120,150
Pablo Pagis,110,-75,120,150
Paolo Sciortino,78,-75,120,150
Pape Cabral,83,-75,120,150
Pape Daouda Diong,85,-75,120,150
Paris Josua Brunner,92,-75,120,150
Pascal David Loretz,115,-75,120,150
Pascal Klemens,103,-75,120,150
Patient Wassou Goué,92,-75,120,150
Patrik Kleiver Mercado Altamirano,102,-75,120,150
Paulo Iago Álvarez Morón,86,-75,120,150
Paulo Ricardo de Souza Babilônia,91,-75,120,150
Pedro Antonio Bravo Landázuri,100,-75,120,150
Pedro Antonio Rodriguez,75,-75,120,150
Pedro Cobra Rodrigues,77,-75,120,150
Pedro Henrique Azevedo Pereira,113,-75,120,150
Pedro Lucas Tapias Obermuller,102,-75,120,150
Pedro Miguel Costa Santos,99,-75,120,150
Pedro Veronez Vilhena,103,-75,120,150
Peio Canales Urtasun,90,-75,120,150
Petar Sučić,105,-75,120,150
Petterson Novaes Reis,82,-75,120,150
Pharell Nnamdi Collins,103,-75,120,150
Philipp Schulz,90,-75,120,150
Phillipe Gabriel Pires de Oliveira,87,-75,120,150
Pierre Dwomoh Junior,100,-75,120,150
Pierre Ismaelo Ganiou,95,-75,120,150
Plamen Plamenov Andreev,107,-75,120,150
Pol Fortuny Aubareda,96,-75,120,150
Pontus Bror Harry Dahbo,99,-75,120,150
Precious Joel Uche-Chukwu Ugwu,80,-75,120,150
Prince Mbatshi Mukuba,78,-75,120,150
Puzankov Tymur Yuriiovych,105,-75,120,150
Quentin Merlin,125,150,150,150
Quilindschy Hartman,135,150,150,150
Quim Junyent Casanova,80,-75,120,150
Rabby Mateta Pepa,92,-75,120,150
Radek Vítek,96,-75,120,150
Rafael Genuino Lobato,80,-75,120,150
Rafael Guillermo Uzcátegui Golding,95,-75,120,150
Rafael Ribeiro Mota,71,-75,120,150
Rafael Silva Camacho,71,-75,120,150
Rafel Obrador Burguera,105,-75,120,150
Rafik el Arguioui,95,-75,120,150
Rami Al Hajj,108,-75,120,150
Rareş Mihai Pop,97,-75,120,150
Raúl König Mateos,87,-75,120,150
Raúl Moro Prescoli,110,-75,120,150
Reda Belahyane,82,-75,120,150
Reed Baker-Whiting,96,-75,120,150
Reinier Jesus Carvalho,126,150,150,150
Renato Palma Veiga,115,-75,120,150
Renzo Mariano Malanca,108,-75,120,150
Rhuan Gabriel Rodrigues de Souza Silva,85,-75,120,150
Ricard Artero Ruiz,115,-75,120,150
Ricardo Andrés Caraballo Florez,98,-75,120,150
Ricardo Mathias da Silva,89,-75,120,150
Riccardo Braschi,73,-75,120,150
Riccardo Pagano,100,-75,120,150
Richardson David Rivas Torres,72,-75,120,150
Rico Speksnijder,91,-75,120,150
Riquelme Felipe Silva de Almeida,78,-75,120,150
Ritchy Valme,95,-75,120,150
Roan Veenbrink,88,-75,120,150
Robert Ramsak,84,-75,120,150
Robert Vinicius Rodrigues Silva,107,-75,120,150
Roberto Batista Prado Neto,81,-75,120,150
Robin Mirisola,84,-75,120,150
Robin Risser Birckel,96,-75,120,150
Robin Roefs,111,-75,120,150
Robin van Duiven,85,-75,120,150
Rocco Ascone,105,-75,120,150
Rocco Robert Shein,112,-75,120,150
Rocco Vata,95,-75,120,150
Rocco Žiković,96,-75,120,150
Rodrigo Alonso Martín,112,-75,120,150
Rodrigo Cezar Pereira Ribeiro,85,-75,120,150
Rodrigo Henrique Santos de Souza,102,-75,120,150
Rodrigo Pinheiro Ferreira,98,-75,120,150
Rodrigo Ribeiro de Macedo,90,-75,120,150
Rodrigo Román Villagra,127,150,150,150
Rodrigo Teliz Cuello,73,-75,120,150
Roey Magor,60,-75,120,150
Roggerio Nyakossi,89,-75,120,150
Roko Šimić,121,-75,120,150
Romain Perret,88,-75,120,150
Roman Egan-Riley,67,-75,120,150
Roman Karolewicz,94,-75,120,150
Roman Mokrovics,80,-75,120,150
Roméo Maximilien Monticelli,88,-75,120,150
Romeo Vermant,104,-75,120,150
Rômulo Helberte Pereira Júnior,87,-75,120,150
Rômulo José Cardoso da Cruz,115,-75,120,150
Ronald Cardoso Falkoski,103,-75,120,150
Ronaldo Dantas Fernandes,84,-75,120,150
Ronan Ferns,45,-75,120,150
Ronnie Stutter,92,-75,120,150
Róyner Andrés Benítez Hernández,80,-75,120,150
Ruan Silva Fonseca,85,-75,120,150
Rubin James Colwill,113,-75,120,150
Rubio Cesar España Álvarez,90,-75,120,150
Rui Pedro Ferreira da Silva,75,-75,120,150
Runar Robinsønn Norheim,96,-75,120,150
Ryan Francisco Rodrigues dos Santos,86,-75,120,150
Ryotaro Araki,105,-75,120,150
Saba Sazonov,119,-75,120,150
Safy Bensalem,75,-75,120,150
Saïdou Nourou Touré,81,-75,120,150
Saifullahi Yusuf,87,-75,120,150
Salah-Eddine Oulad M'Hand,106,-75,120,150
Saliou Sérigne Faye,87,-75,120,150
Salvador Mariscal Murra,94,-75,120,150
Samba Diallo,102,-75,120,150
Sami Wattel,75,-75,120,150
Samir El Mourabet,65,-75,120,150
Samuel Archer,65,-75,120,150
Samuel David Asprilla Gallego,88,-75,120,150
Samuel Dias Semedo,78,-75,120,150
Samuel dos Reis Pinto,87,-75,120,150
Samuel Elias Dahl,110,-75,120,150
Samuel Giovane,113,-75,120,150
Samuel Koeberle,92,-75,120,150
Samuel Kondi Nibombe,83,-75,120,150
Samuele di Benedetto,91,-75,120,150
Sang-Yoon Kang,97,-75,120,150
Sanoussy Ba,106,-75,120,150
Santiago Ismael Sánchez Barros,80,-75,120,150
Santiago Paniagua Arboleda,78,-75,120,150
Santiago Tomás Castro,115,-75,120,150
Sapuha Marko Andriiovych,103,-75,120,150
Saúl Alejandro Guarirapa Briceño,102,-75,120,150
Saúl Zamora Romero,83,-75,120,150
Savin Daniil Artemovych,76,-75,120,150
Saviola Mourinho Simons Saffoe,80,-75,120,150
Savo Sušić,75,-75,120,150
Sean Lucian Ajulu Nilsen-Modebe,82,-75,120,150
Sean McGurk,107,-75,120,150
Sebastián David Girado Díaz,98,-75,120,150
Sebastián González Baquero,110,-75,120,150
Sebastian Jacob Naylor,64,-75,120,150
Sebastian Kosa,100,-75,120,150
Sebastián Martínez Cruz,70,-75,120,150
Sebastiano Desplanches,100,-75,120,150
Sebastien Koffi,88,-75,120,150
Seedy Jatta,110,-75,120,150
Sem Dekkers,98,-75,120,150
Sem Westerveld,107,-75,120,150
Seny Koumbassa,78,-75,120,150
Sergey Babkin,106,-75,120,150
Sergey Volkov,114,-75,120,150
Sergi Domínguez Viloria,95,-75,120,150
Sérigne Fallou Diouf,88,-75,120,150
Seydou Fini,76,-75,120,150
Seydou Sano,95,-75,120,150
Shio Fukuda,92,-75,120,150
Shola Maxwell Shoretire,107,-75,120,150
Sidiki Chérif,85,-75,120,150
Simeon Slaveykov Aleksandrov,96,-75,120,150
Simon Walde,95,-75,120,150
Sindre Walle Egeli,95,-75,120,150
Siyabonga Mabena,94,-75,120,150
Solomon Owusu-Bonnah,111,-75,120,150
Somto Boniface,79,-75,120,150
Sonny Finch,104,-75,120,150
Sonny Perkins,100,-75,120,150
Souleymane Isaak Touré,118,-75,120,150
Soumaïla Coulibaly,108,-75,120,150
Soungountou Magassa,112,-75,120,150
Stan Mills,102,-75,120,150
Stanislav Agkatsev,116,-75,120,150
Stav Lemkin,117,-75,120,150
Steeve Kango,78,-75,120,150
Steeve Mvodo Mvodo,80,-75,120,150
Stefan Bukinac,92,-75,120,150
Stefan Leković,100,-75,120,150
Stelios Andreou,114,150,150,150
Sten Kremers,95,-75,120,150
Stênio Zanetti Toledo,102,-75,120,150
Stephano Emmanuel Carrillo Calderón,78,-75,120,150
Steven Rai Heras Angulo,82,-75,120,150
Stian Sjøvold Thorstensen,82,-75,120,150
Stredair Appuah Owusu,108,-75,120,150
Stuart Hawkins,86,-75,120,150
Stuart McKinstry,107,-75,120,150
Suwailem Abdullah Awadh Salmeen Al-Menhali,90,-75,120,150
Sven Šunta,81,-75,120,150
Sylvester Jasper,115,-75,120,150
Szymon Włodarczyk,119,-75,120,150
Taha Abbas Ayari,100,-75,120,150
Taha Altıkardeş,85,-75,120,150
Ted Curd,85,-75,120,150
Thauan Lara dos Santos,112,-75,120,150
Théo Le Bris,118,-75,120,150
Theo Nicolini Sander,101,-75,120,150
Thiago Bautista Gómez,95,-75,120,150
Thiago Emanuel Helguera Merello,100,-75,120,150
Thiago Lionel Martínez,93,-75,120,150
Thiago Nicolás Borbas Silva,126,-75,120,150
Thierry Henry Santos Souza,78,-75,120,150
Thomas Christopher Cannon,120,-75,120,150
Tiago Alves Pinto Andrade,74,-75,120,150
Tiago Barreiros de Melo Tomás,127,150,150,150
Tiago Coser,90,-75,120,150
Tiago Filipe Prazeres Ferreira,85,-75,120,150
Tiago Fontoura Fonseca Morais,118,-75,120,150
Tiago José Geralnik,95,-75,120,150
Tijn Van Ingelgom,81,-75,120,150
Tim Antonius Laurent van den Heuvel,98,-75,120,150
Tim Goller,90,-75,120,150
Tim Oermann,109,-75,120,150
Timi Adekunle,65,-75,120,150
Timo Schlieck,85,-75,120,150
Timothée Pembélé,116,-75,120,150
Tine Čuk,95,-75,120,150
Tio Cipot,109,-75,120,150
Tiziano Lautaro Dornell,102,-75,120,150
Tjark Ernst,112,-75,120,150
Tobi Oluwayemi,111,-75,120,150
Tobias Slotsager,108,-75,120,150
Tom Lepenant,75,-75,120,150
Tom Saettel,75,-75,120,150
Tomás Agustín Avilés,112,-75,120,150
Tomás Agustín Sives,106,-75,120,150
Tomás Ángel Gutiérrez,110,-75,120,150
Tomas Baković,81,-75,120,150
Tomas Kristian Galvez,80,-75,120,150
Tomás Lemos Araújo,125,150,150,150
Tomás Leonel González,112,-75,120,150
Tomás Pérez,94,-75,120,150
Tommaso Barbieri,117,-75,120,150
Tommaso Berti,105,-75,120,150
Tommaso Ghirardello,89,-75,120,150
Tommy Conway,117,-75,120,150
Toni Majić,92,-75,120,150
Tony Mendy,80,-75,120,150
Torben Rhein,108,-75,120,150
Trae Coyle,102,-75,120,150
Trent Toure Kone-Doherty,71,-75,120,150
Trey Mourice Nyoni,74,-75,120,150
Tristan Kuijsten,89,-75,120,150
Tsarenko Anton Oleksandrovych,104,-75,120,150
Tudor Mendel-Idowu,98,-75,120,150
Tugra Turhan,74,-75,120,150
Turan Çalhanoğlu,87,-75,120,150
Tyler Bindon,97,-75,120,150
Tyler Edwin Fredricson,90,-75,120,150
Tyrese Hall,75,-75,120,150
Ugaitz Quevedo Subirada,80,-75,120,150
Unai Hernández Lorenzo,100,-75,120,150
Uroš Kabić,112,-75,120,150
Uroš Sremčević,92,-75,120,150
Valdemar Byskov Andreasen,96,-75,120,150
Valente Pierani,88,-75,120,150
Valentijn van der Velde,70,-75,120,150
Valentín Antonio Vidal Tapia,103,-75,120,150
Valentin Sulzbacher,95,-75,120,150
Valentino Acuña,86,-75,120,150
Valy Konaté,85,-75,120,150
Vanja Vlahović,105,-75,120,150
Vasco Ricardo Conceição de Sousa,67,-75,120,150
Vasilije Adžić,97,-75,120,150
Veldin Hodža,109,-75,120,150
Veljko Ilić,110,-75,120,150
Veljko Milosavljević,88,-75,120,150
Vetle Walle Egeli,101,-75,120,150
Veton Tusha,90,-75,120,150
Vicent Abril Sanz,85,-75,120,150
Víctor Andrés Guzmán Olmedo,127,150,150,150
Victor Melekhin,113,-75,120,150
Víctor Muñoz Villanueva,94,-75,120,150
Victor Okishor,56,-75,120,150
Viery Fernandes Santos Lopes,91,-75,120,150
Viktor Nói Viðarsson,80,-75,120,150
Vincent Burlet,90,-75,120,150
Vitor de Oliveira Nunes dos Reis,70,-75,120,150
Vitor Gabriel Reis Guimarães,85,-75,120,150
Vitor Hugo Morais de Oliveira,93,-75,120,150
Vladislav Torop,93,-75,120,150
Wahidullah Faghir,110,-75,120,150
Wanderson Carlos Ferreira dos Santos,88,-75,120,150
Warren Bondo,105,-75,120,150
Wassim Bouziane,78,-75,120,150
Waylon Renecke,72,-75,120,150
Wesley Gassova Ribeiro Teixeira,116,-75,120,150
Weslley Pinto Batista,104,-75,120,150
Wibuala Junior Bita Bueto,85,-75,120,150
Wi-Je Cho,90,-75,120,150
William Bøving Wick,117,-75,120,150
William Camilo Hurtado Ortíz,90,-75,120,150
William Felipe Ordoñez Landazury,88,-75,120,150
William Gomes Carvalho Santos,85,-75,120,150
William Mikelbrencis,103,-75,120,150
Willsem Boussaid,70,-75,120,150
Wisdom Joshua Ndon,87,-75,120,150
Woody Scott Williamson,70,-75,120,150
Xanet Oláiz Ibarzabal,85,-75,120,150
Xavi Espart Font,80,-75,120,150
Xavier Simons,109,-75,120,150
Yacine Chaib,88,-75,120,150
Yaell Samson,90,-75,120,150
Yago Santiago,108,-75,120,150
Yahir Aarón Salazar Mondaca,69,-75,120,150
Yaimar Abel Medina Ortiz,97,-75,120,150
Yair Franco Ratotti,102,-75,120,150
Yanis Lhéry,85,-75,120,150
Yanis Sellami,75,-75,120,150
Yannick Bruno Numbisie,83,-75,120,150
Yannis Alladoum Lagha,88,-75,120,150
Yarek Gąsiorowski Hernandis,100,-75,120,150
Yaroslav Gladyshev,108,-75,120,150
Yaroslav Mikhailov,105,-75,120,150
Yasin Özcan,100,-75,120,150
Yassine Khalifi,82,-75,120,150
Yegor Ushakov,95,-75,120,150
Yerar Damián Azcarate Toledano,81,-75,120,150
Yeray Cabanzón de Arriba,103,-75,120,150
Yeremay Hernández Cubas,103,-75,120,150
Yerson Mosquera Valdelamar,119,-75,120,150
Yiandro Raap,80,-75,120,150
Yoann Chauvin,80,-75,120,150
Yoël van den Ban,70,-75,120,150
Yojan Andrés Garcés Mina,75,-75,120,150
Yong-Hak Kim,101,-75,120,150
Yoni Gomis,87,-75,120,150
Yoram Lorenzo Ismaël Boerhout,92,-75,120,150
Young-Joon Goh,115,-75,120,150
Youssef Enriquez Lekhedim,68,-75,120,150
Youssef Ramalho Chermiti,107,-75,120,150
Ythallo Rycklem Rodrigues de Oliveira,92,-75,120,150
Yunus Emre Konak,85,-75,120,150
Yuri Alberto Monteiro da Silva,130,150,150,150
Yusuf Akçiçek,85,-75,120,150
Yusuf Barasi,105,-75,120,150
Yusuf İnci,95,-75,120,150
Yvandro Borges Sanches,103,-75,120,150
Zach Macfarlane Abbott,88,-75,120,150
Zachariah Olumide Awe,98,-75,120,150
Zachary Athekame,98,-75,120,150
Zain Silcott-Duberry,80,-75,120,150
Zakaria Ramadan,71,-75,120,150
Zakariya Lovelace,84,-75,120,150
Zalán Vancsa,100,-75,120,150
Zépiqueno Redmond,92,-75,120,150
Ziad Farag,90,-75,120,150
Ziad Tarek,95,-75,120,150
Zidane Aamar Iqbal,118,-75,120,150
Zino Sneijer,88,-75,120,150
Zlatan Košćević,95,-75,120,150
Zoran Alilović,94,-75,120,150
Zoumana Diallo,81,-75,120,150
Alexander Prass,126,149,149,149
Angelo Stiller,126,149,149,149
Beanou Junior Brandon Soppy,131,149,149,149
Brendan Russell Aaronson,129,149,149,149
Dilane Bakwa,126,149,149,149
Emanuel Aiwu,122,149,149,149
Enzo Loiodice,130,149,149,149
Festy Oseiwe Ebosele,124,149,149,149
Filip Stanković,116,149,149,149
Flavius Daniliuc,126,149,149,149
Hyeon-Gyu Oh,124,149,149,149
Ilario Monterisi,115,149,149,149
Ismael Saibari Ben El Basra,133,149,149,149
Lamine Mandela Keita,117,149,149,149
Lucien Agoumé,121,149,149,149
Manuel Sánchez de la Peña,127,149,149,149
Mohamed Zeki Amdouni,135,149,149,149
Myron Boadu,129,149,149,149
Naouirou Mohamed Ahamada,123,149,149,149
Rubén Sánchez Sáez,124,149,149,149
Ruslan Litvinov,124,149,149,149
Tim Breithaupt,121,149,149,149
Tom Krauß,126,149,149,149
Žan Vipotnik,125,149,149,149
Adilson Angel Abreu de Almeida Gomes,134,148,148,148
Alejandro Francés Torrijo,124,148,148,148
Ansgar Knauff,128,148,148,148
Carl Andrew Rushworth,115,148,148,148
Dango Aboubacar Faïçal Ouattara,129,148,148,148
Eduardo Filipe Quaresma Vieira Coimbra Simões,114,148,148,148
Enrique Jesús Salas Valiente,122,148,148,148
Ernest Muçi,116,148,148,148
Facundo Hernán Farías,125,148,148,148
Filip Yavorov Krastev,118,148,148,148
Francis Tanner Tessmann,120,148,148,148
Gift Emmanuel Orban,123,148,148,148
Hákon Rafn Valdimarsson,119,148,148,148
Hrvoje Smolčić,125,148,148,148
Jacob Greaves,118,148,148,148
Jakub Kamiński,128,148,148,148
Jan Uwe Thielmann,128,148,148,148
Joan González Cañellas,123,148,148,148
José Ángel Córdoba Chambers,120,148,148,148
Luiz Gustavo Oliveira da Silva,118,148,148,148
Mads Bidstrup,130,148,148,148
Marin Plamenov Petkov,110,148,148,148
Mario Vušković,120,148,148,148
Marko Seufatu Nikola Stamenić,118,148,148,148
Mikael Egill Ellertsson,116,148,148,148
Moritz Oswald,116,148,148,148
Nduka Harrison,112,148,148,148
Nicolò Cambiaghi,127,148,148,148
Rodrigo Jhossel Huescas Hurtado,104,148,148,148
Strahinja Eraković,124,148,148,148
Taylor Anthony Booth,130,148,148,148
Tiago Maria Antunes Gouveia,129,148,148,148
Adam Obert,121,147,147,147
Albert Grønbæk Erlykke,126,147,147,147
Andrew da Silva Ventura,128,147,147,147
Bradley Locko Banzouzi,122,147,147,147
César Saúl Huerta Valera,130,147,147,147
Diego López Noguerol,122,147,147,147
Fidel Daniel Ambríz González,124,147,147,147
Hugo Thierry Siquet,122,147,147,147
José Manuel Alberto López,126,147,147,147
Joseph Paul Gelhardt,115,147,147,147
Logan Costa,122,147,147,147
Matías Galarza Fonda,115,147,147,147
Nikola Čavlina,112,147,147,147
Omar Antonio Campos Chagoya,127,147,147,147
Oussama Targhalline,115,147,147,147
Peter Federico González Carmona,118,147,147,147
Rafael Marín Zamora,118,147,147,147
Roberto González Bayón,122,147,147,147
Sergiño Gianni Dest,133,147,147,147
Simon Sohm,124,147,147,147
Theo Zidane Fernández,107,147,147,147
Wandja Allan Tchaptchet,111,147,147,147
Abdoulaye Niakhaté Ndiaye,110,146,146,146
Adam Idah,117,146,146,146
Adam Stejskal,110,146,146,146
Alexandre Manuel Penetra Correia,128,146,146,146
Álvaro Santiago Mouriño González,125,146,146,146
Artem Karpukas,119,146,146,146
August Mikkelsen,104,146,146,146
Brandon Paul Brian Williams,123,146,146,146
Carlos Dotor González,117,146,146,146
Denis Huseinbašić,123,146,146,146
Felix Karl-Ernst Gebhardt,110,146,146,146
Gabriel Vinicius Menino,130,146,146,146
Giuliano Simeone Baldini,121,146,146,146
Iker Álvarez de Eulate Molne,114,146,146,146
Joseph Michael Scally,125,146,146,146
Loic Junior Mbe Soh,110,146,146,146
Marcel Alejandro Ruiz Suárez,129,146,146,146
Marvin Keller,114,146,146,146
Niccolò Pierozzi,120,146,146,146
Nicolás Meriano,121,146,146,146
Pablo Gonçalves Maia Fortunato,128,146,146,146
Pierre-Emmanuel Modi Ekwah Elimby,114,146,146,146
Raúl García de Haro,130,146,146,146
Riccardo Calafiori,128,146,146,146
Sacha Boey,135,146,146,146
Saïdou Sow,110,146,146,146
Tan-Kenneth Jerico Leka-Schmidt,116,146,146,146
Vanderlan Barbosa da Silva,118,146,146,146
Alessandro Sorrentino,104,145,145,145
Amadou Danté,127,145,145,145
Anthony David Junior Elanga,130,145,145,145
Antonio Pacheco Ruiz,116,145,145,145
Archibald Norman Brown,120,145,145,145
Borja Sainz Eguzkiza,120,145,145,145
Brazhko Volodymyr Volodymyrovych,115,145,145,145
Christian Dalle Mura,111,145,145,145
Cristian Nicolás Medina,129,145,145,145
Daniel Alonso Aceves Patiño,112,145,145,145
David Zima,121,145,145,145
Demba Seck,122,145,145,145
Diant Ramaj,115,145,145,145
Dion Drena Beljo,121,145,145,145
Dion Lopy,119,145,145,145
Emanuel Vignato,118,145,145,145
Emil Konradsen Ceide,118,145,145,145
Enzo Alan Tomás Barrenechea,116,145,145,145
Ethan Benjamin Laird,122,145,145,145
Filippo Ranocchia,121,145,145,145
Gabriel Cordeiro Pirani,125,145,145,145
Gaetano Pio Oristanio,116,145,145,145
Gaizka Ayesa Burgui,114,145,145,145
Gianluca Cristiano Busio,117,145,145,145
Gonzalo Jordy Plata Jiménez,130,145,145,145
Han-Noah Massengo,122,145,145,145
Hayden Rhys Hackney,123,145,145,145
Haydon Roberts,109,145,145,145
Hércules Pereira do Nascimento,127,145,145,145
Ibrahim Adel,125,145,145,145
Ignace Van Der Brempt,120,145,145,145
Ismaïla Cheick Coulibaly,115,145,145,145
Jacob Steen Christensen,122,145,145,145
Jaden Philogene-Bidace,122,145,145,145
Jason Paul Knight,124,145,145,145
Jayden Oosterwolde,120,145,145,145
John Tolkin,115,145,145,145
Jonathan William Panzo,116,145,145,145
Jorge Antonio Ruvalcaba Castro,106,145,145,145
Juan Ignacio Martín Nardoni,122,145,145,145
Julián Vicente Araujo Zúñiga,125,145,145,145
Kaio Jorge Pinto Ramos,119,145,145,145
Kasey McAteer,123,145,145,145
Kevin Joel Lomónaco,122,145,145,145
Koba Leïn Koindredi,126,145,145,145
Koni De Winter,123,145,145,145
Konrad De la Fuente,120,145,145,145
Lázaro Vinícius Marques,123,145,145,145
Liam Gibbs,118,145,145,145
Manuel Mónaco,115,145,145,145
Marco Kana,113,145,145,145
Marcos Paulo Costa do Nascimento,122,145,145,145
Marin Ljubičić,115,145,145,145
Mario Gila Fuentes,122,145,145,145
Matthew O'Riley,126,145,145,145
Merlin Röhl,120,145,145,145
Mohamed Elbachir Belloumi,122,145,145,145
Mohamed Kaba,119,145,145,145
Nicolas Thierry Raskin,128,145,145,145
Niels Nkounkou,123,145,145,145
Oliver Lukas Dozae Nnonyelu Dovin,114,145,145,145
Oscar Exequiel Zeballos,124,145,145,145
Patricio Damián Tanda,113,145,145,145
Pietro Pellegri,125,145,145,145
Rhys Williams,107,145,145,145
Robin Amin Tihi,110,145,145,145
Rodrigo Muniz Carvalho,116,145,145,145
Sam McCallum,118,145,145,145
Santiago Hezze,125,145,145,145
Santiago Naveda Lara,111,145,145,145
Sergi Altimira Clavell,121,145,145,145
Seyedallahyar Sayyadmaneshshiadeh,119,145,145,145
Stefan Mitrović,122,145,145,145
Svit Sešlar,118,145,145,145
Thomas Thiesson Kristensen,119,145,145,145
Tomáš Suslov,120,145,145,145
Vinicius Nelson de Souza Zanocelo,122,145,145,145
Abdallah Dipo Sima,121,144,144,144
Anass Zaroury,129,144,144,144
Botond Balogh,108,144,144,144
Bruno Amione,120,144,144,144
Carlos Romero Serrano,119,144,144,144
Dennis Cirkin,119,144,144,144
Eddie Anthony Salcedo Mora,120,144,144,144
Evann Guessand,120,144,144,144
Francisco Pérez García,121,144,144,144
Heitor Rodrigues da Fonseca,119,144,144,144
Iván Romero de Ávila Araque,124,144,144,144
Javier López Carballo,119,144,144,144
Jesús Gilberto Orozco Chiquete,124,144,144,144
Jonathan Ozziel Herrera Morales,122,144,144,144
Jonathan Raymond François Varane,121,144,144,144
Junior Chukwubuike Adamu,125,144,144,144
Killian Sardella,108,144,144,144
Konstantin Tyukavin,119,144,144,144
Kristoffer Askildsen,116,144,144,144
Lameck Banda,128,144,144,144
Lewis Bate,110,144,144,144
Luca Moro,123,144,144,144
Marco Bertini,106,144,144,144
Marco John,122,144,144,144
Matheus Cunha Queiroz,125,144,144,144
Otávio Ataíde da Silva,130,144,144,144
Patryk Peda,110,144,144,144
Pedro Jorge Gonçalves Malheiro,133,144,144,144
Raúl Torrente Navarro,120,144,144,144
Sebastian Nanasi,121,144,144,144
Skelly Alvero,112,144,144,144
Tommaso Pantaleo Milanese,112,144,144,144
