Inf,Name,UID,Best Pos,Best Role,Best Duty,Pros,Cons,Position,Club,On Loan From,Based,Asking Price,Salary,Expires,Nat,2nd Nat,Home Grown Status,Height,Weight,Preferred Foot,Age,Personality,Media Handling,Transfer Value,Apps,Starts,Mins,Mins/Gm,Av Rat,Yth Gls,Yth Apps,Gls,Gls/90,Shots,ShT,Shot %,Shot/90,ShT/90,Pens,Pens S,Pen/R,Off,xG,CCC,Ch C/90,Ast,Asts/90,K Pas,K Ps/90,Pas A,Ps A/90,Ps C,Ps C/90,Pas %,Cr A,Cr C,Cr C/A,Drb,Goals Outside Box,FK Shots,OP-Cr %,Tck A,Shots Outside Box/90,Shts Blckd/90,Shts Blckd,Pr passes/90,Pr Passes,Pres C/90,Pres C,Pres A/90,Pres A,Poss Won/90,Poss Lost/90,OP-KP/90,OP-KP,OP-Crs C/90,OP-Crs C,OP-Crs A/90,OP-Crs A,Gl Mst,Hdrs L/90,K Tck/90,K Hdrs/90,Sprints/90,xGP/90,Blk,xG/shot,xGP,Clr/90,Blk/90,Conv %,Crs A/90,Cr C/90,Dist/90,Drb/90,FA,Distance,Hdrs A,Aer A/90,Hdrs,Hdrs W/90,Hdr %,K Tck,Tck W,Tck/90,Tck R,Fls,Yel,Red,Itc,Int/90,Clear,Conc,All/90,Shutouts,xSv %,Svh,Svt,Svp,Sv %,Pens Faced,Pens Saved,Pens Saved Ratio,PoM,AT Apps,Saves/90,Tgls/90,Tcon/90,Tall,Tgls,Pts/Gm,NP-xG/90,NP-xG,Last Gl,Last C,Last 5 Games,Last 5 FT Games,Int Conc,Int Av Rat,Int Ast,Int Apps,Won,G. Mis,Lost,D,Gwin,xG/90,xG-OP,xA/90,xA,Cln/90,Mins/Gl,AT Lge Gls,AT Lge Apps,AT Gls,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Acc,decimal_height,decimal_weight
Rst,Yvan Noh Nafeng,2000256306,-,Unknown,Unknown,Unknown,Unknown,M (C),APEJES,,Cameroon (Elite One),-,"$3,900 p/a",2026-06-30,CMR,,-,"6'1""",169 lbs,Unknown,20.0,,Scouting Required,Unknown,2,2.0,104.0,52.0,6.8,3.0,17.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,1.0,0.87,0.0,,1.0,0.87,47.0,40.67,38.0,32.88,0.81,6.0,0.0,,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.33,5.0,2.6,3.0,14.71,17.0,25.1,8.65,0.87,1.0,0.0,0.0,0.87,1.0,0.0,0.87,0.0,0.0,6.92,,0.0,0.0,,0.0,,,5.19,0.0,0.0,1.73,1.0,8.2,7.0,6.06,6.0,5.19,0.86,0.0,2.0,1.73,,2.0,1.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,42.0,,1.73,0.87,,2.0,1.6,0.0,0.0,,,,,,,,,1.0,,0.0,1.0,,0.0,0.0,0.51,0.59,,,,40.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,169
,Maguette Diop,2000255816,-,Unknown,Unknown,Unknown,Unknown,AM (RL),US Ouakam,,Senegal (Ligue 2 StarTimes),-,"$4,900 p/a",,SEN,,-,"5'10""",136 lbs,Unknown,21.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,50.0,5.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,136
Ama,Nathaniel Nwosu,2000180227,GK,Goalkeeper,Defend,,,GK,Water F.C. (NGA),,Nigeria,-,N/A,,NGA,,-,"6'4""",176 lbs,Right,19.0,,Scouting Required,Unknown,2,2.0,180.0,90.0,7.15,,4.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,40.0,20.0,28.0,14.0,0.7,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,2.0,0.0,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,66.0,,0.0,0.0,0.0,0.0,2.9,0.0,0.0,,0.0,,,,,,,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,0.5,,,66.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,176
Int,Taha Benrhozil,2000267442,GK,Goalkeeper,Defend,,,GK,Académie Mohammed VI,,Morocco (Moroccan Academies),-,"$4,400 p/a",,MAR,,-,"6'4""",180 lbs,Right,19.0,,Scouting Required,Unknown,-,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,180
Inj,Obed Owusu Asare,2000252072,-,Unknown,Unknown,Unknown,Unknown,D (C),Asante Kotoko,,Ghana (Premier League),-,"$6,500 p/a",2027-07-31,GHA,,-,"6'1""",160 lbs,Unknown,17.0,,Scouting Required,Unknown,1,1.0,90.0,90.0,6.2,2.0,5.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,32.0,32.0,24.0,24.0,0.75,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,3.0,3.0,,0.0,0.0,,1.0,,,1.0,0.0,0.0,,0.0,6.3,15.0,15.0,8.0,8.0,0.53,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,0.0,8.0,,2.0,2.0,,2.0,1.45,0.0,0.0,,,,,,,,,0.0,,0.0,1.0,,0.0,0.0,0.0,0.0,,,,7.0,1.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,160
,Mbaoma Chijioke,2000249572,-,Unknown,Unknown,Unknown,Unknown,"AM (C), ST (C)",Enyimba Aba,,Nigeria (NPFL),-,"$7,750 p/a",2028-07-31,NGA,,-,"5'10""",156 lbs,Unknown,22.0,,Scouting Required,Unknown,1,1.0,70.0,70.0,6.7,,,0.0,,1.0,1.0,1.0,,,0.0,0.0,,0.0,0.06,0.0,,0.0,,0.0,,19.0,,19.0,,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,4.0,,,,0.0,,0.0,,0.0,0.0,,,,,,1.0,0.06,,,,,,,,,3.0,5.9,9.0,,1.0,,0.11,0.0,,,,1.0,0.0,0.0,2.0,,1.0,,,,,,,,,,,,0.0,82.0,,,,,1.0,,,0.06,,,,,,,,,0.0,,0.0,1.0,,,-0.06,,0.45,,,22.0,69.0,26.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,156
Loa,Isaiah Nyarko,2000243172,-,Unknown,Unknown,Unknown,Unknown,AM (C),Bechem Utd,,Ghana (Premier League),-,"$6,500 p/a",2026-07-31,GHA,,-,"5'7""",132 lbs,Unknown,21.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,52.0,5.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58,132
Unh,Suleyman Alhaji,2000242737,-,Unknown,Unknown,Unknown,Unknown,AM (L),Colombe Sportive,,Cameroon (Elite One),-,"$11,000 p/a",2026-06-30,CMR,,-,"6'1""",165 lbs,Unknown,22.0,,Scouting Required,Unknown,1,1.0,30.0,30.0,5.9,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,1.0,,10.0,,10.0,,1.0,4.0,0.0,,1.0,0.0,0.0,,2.0,,,0.0,,1.0,,2.0,,4.0,,,,1.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,3.5,2.0,,1.0,,0.5,0.0,2.0,,,0.0,0.0,1.0,1.0,,0.0,,,,,,,,,,,,0.0,35.0,,,,,1.0,,,0.0,,,,,,,,,0.0,,1.0,0.0,,,0.0,,0.0,,,1.0,23.0,2.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,165
Unh,Marcelo Mbahbi,2000242611,-,Unknown,Unknown,Unknown,Unknown,GK,Gazelle FC,,Cameroon (Elite One),-,"$3,900 p/a",,CMR,,-,"6'1""",167 lbs,Unknown,25.0,,Scouting Required,Unknown,1,1.0,59.0,59.0,6.8,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,14.0,,7.0,,0.5,,,,0.0,,,,0.0,,,,,0.0,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,-0.1,,,,,,,,0.0,1.9,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,1.0,,0.0,-36.5,0.0,1.0,1.0,-0.33,0.0,0.0,,0.0,47.0,,,,1.0,0.0,,,0.0,,54.0,,,,,,,0.0,,1.0,0.0,,,0.0,,0.0,,,,45.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,167
Inj,Brawdon Eno,2000166983,-,Unknown,Unknown,Unknown,Unknown,M (C),Dynamo Douala,,Cameroon (Elite One),-,"$1,400 p/a",2027-06-30,CMR,,-,"5'7""",141 lbs,Unknown,23.0,,Scouting Required,Unknown,2,2.0,171.0,85.5,7.0,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,3.0,1.58,0.0,,1.0,0.53,99.0,52.11,97.0,51.05,0.98,6.0,0.0,,3.0,0.0,0.0,,2.0,0.0,0.0,0.0,4.21,8.0,1.05,2.0,10.0,19.0,12.63,5.79,0.53,1.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,8.95,,1.0,0.0,,0.53,0.53,,3.16,0.0,0.0,1.58,2.0,15.1,6.0,3.16,1.0,0.53,0.17,0.0,2.0,1.05,,5.0,0.0,0.0,2.0,1.05,1.0,,,,,,,,,,,,0.0,46.0,,0.53,1.05,,1.0,3.0,0.0,0.0,,,,,,,,,1.0,,1.0,0.0,,0.0,0.0,0.44,0.83,,,1.0,39.0,1.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58,141
Loa,Nasiru Hagan,2000241737,-,Unknown,Unknown,Unknown,Unknown,DM,Accra Lions FC,,Ghana (Premier League),-,"$6,500 p/a",2026-07-31,GHA,,-,"5'11""",154 lbs,Unknown,17.0,,Scouting Required,Unknown,0 (2),,90.0,45.0,7.0,,,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.05,2.0,2.0,1.0,1.0,3.0,3.0,54.0,54.0,48.0,48.0,0.89,0.0,0.0,,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,,1.0,0.05,,2.0,1.0,,0.0,0.0,0.0,,2.0,7.2,5.0,5.0,2.0,2.0,0.4,0.0,2.0,2.0,,0.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,0.0,9.0,,2.0,1.0,,2.0,1.8,0.05,0.05,,,,,,,,,2.0,,0.0,0.0,,0.05,-0.05,0.3,0.3,,,,8.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92,154
,Mutiu Olawale,2000241217,-,Unknown,Unknown,Unknown,Unknown,ST (C),Shooting Stars,,Nigeria (NPFL),-,"$6,750 p/a",2026-07-31,NGA,,-,"6'1""",176 lbs,Unknown,27.0,,Scouting Required,Unknown,1 (1),1.0,78.0,39.0,6.5,,,0.0,,2.0,1.0,0.5,2.31,1.15,0.0,0.0,,0.0,0.1,0.0,,0.0,,0.0,,20.0,23.08,16.0,18.46,0.8,0.0,0.0,,1.0,0.0,0.0,,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,4.62,4.0,0.0,21.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77,0.0,0.0,5.77,,0.0,0.05,,1.15,,,0.0,0.0,0.0,1.15,2.0,7.3,9.0,10.38,4.0,4.62,0.44,0.0,,,,1.0,0.0,0.0,1.0,1.15,1.0,,,,,,,,,,,,0.0,83.0,,1.15,4.62,,1.0,1.2,0.12,0.1,,,,,,,,,0.0,,2.0,0.0,,0.12,-0.1,0.0,0.0,,,21.0,66.0,30.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,176
Inj,Kolawole Oladipo,2000240339,GK,Goalkeeper,Defend,,,GK,,,Nigeria,-,-,,NGA,,-,"6'0""",167 lbs,Right,28.0,,Scouting Required,$0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,6.0,167
,Vincent Augustus,2000240317,-,Unknown,Unknown,Unknown,Unknown,AM (RL),Lobi Stars,Bendel Insurance,Nigeria (NPFL),-,"$7,500 p/a",2027-07-31,NGA,,-,"5'6""",132 lbs,Unknown,19.0,,Scouting Required,Unknown,1,1.0,66.0,66.0,7.6,4.0,12.0,0.0,,1.0,1.0,1.0,,,0.0,0.0,,0.0,0.01,0.0,,0.0,,1.0,,26.0,,21.0,,0.81,2.0,0.0,,1.0,0.0,0.0,0.0,2.0,,,0.0,,4.0,,4.0,,8.0,,,,1.0,,0.0,,2.0,0.0,,,,,,0.0,0.01,,,,,,,,,4.0,5.7,4.0,,0.0,,0.0,1.0,2.0,,,0.0,0.0,0.0,1.0,,3.0,,,,,,,,,,,,0.0,33.0,,,,,1.0,,,0.01,,,,,,,,,1.0,,0.0,0.0,,,-0.01,,0.07,,,2.0,33.0,2.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,132
Lst,George Abine,2000232464,-,Unknown,Unknown,Unknown,Unknown,GK,El Kanemi Warriors,,Nigeria (NPFL),$140K,"$9,750 p/a",2027-07-31,NGA,,-,"6'4""",182 lbs,Unknown,28.0,,Scouting Required,$90K,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,182
Wnt,Daniel Daga,2000232157,-,Unknown,Unknown,Unknown,Unknown,DM,One Rocket,,Nigeria (Conference B),-,$450 p/a,2026-07-31,NGA,,-,"5'7""",138 lbs,Unknown,18.0,,Scouting Required,Unknown,-,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58,138
,Benjamin Bieleu,2000227328,-,Unknown,Unknown,Unknown,Unknown,M/AM (R),Cotonsport,,Cameroon (Elite One),-,"$9,500 p/a",2027-06-30,CMR,,-,"5'8""",145 lbs,Unknown,23.0,,Scouting Required,Unknown,6,6.0,487.0,248.5,7.08,,,0.0,,5.0,1.0,0.2,0.92,0.18,0.0,0.0,,1.0,0.48,2.0,0.75,1.0,0.18,8.0,1.48,149.0,27.54,119.0,21.99,0.8,32.0,5.0,,26.0,0.0,0.0,0.23,10.0,0.37,0.0,0.0,2.77,15.0,3.7,20.0,11.27,61.0,6.1,10.72,1.48,8.0,0.92,5.0,5.73,31.0,0.0,3.51,0.0,0.0,12.75,,1.0,0.1,,0.74,0.18,,5.91,0.92,0.0,4.8,4.0,40.8,28.0,5.17,9.0,1.66,0.32,0.0,7.0,1.29,,4.0,0.0,0.0,14.0,2.59,4.0,,,,,,,,,,,,0.0,37.0,,5.02,2.47,,9.0,5.1,0.09,0.48,,,,,,,,,5.0,,1.0,0.0,,0.09,-0.48,0.25,1.37,,,3.0,23.0,7.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,145
,Ramses Donfack,2000221209,-,Unknown,Unknown,Unknown,Unknown,AM (L),Cotonsport,,Cameroon (Elite One),-,"$12,500 p/a",2026-06-30,CMR,,-,"6'3""",176 lbs,Unknown,27.0,,Scouting Required,Unknown,6,6.0,546.0,189.0,7.08,,,1.0,0.16,12.0,4.0,0.33,1.98,0.66,0.0,0.0,,3.0,1.32,1.0,0.27,1.0,0.16,11.0,1.81,185.0,30.49,155.0,25.55,0.84,30.0,1.0,,17.0,1.0,0.0,0.09,8.0,0.49,0.0,0.0,3.79,23.0,1.48,9.0,9.56,58.0,6.59,12.69,1.81,11.0,0.16,1.0,4.78,29.0,0.0,3.3,0.16,0.33,9.89,,4.0,0.11,,0.49,0.66,0.08,4.95,0.16,0.0,2.8,6.0,46.2,50.0,8.24,30.0,4.95,0.6,1.0,8.0,1.32,,6.0,1.0,0.0,9.0,1.48,3.0,,,,,,,,,,,,0.0,55.0,,3.48,1.82,,10.0,4.9,0.22,1.32,527.0,,,,,,,,4.0,,1.0,1.0,,0.22,-0.32,0.12,0.7,,0.0,10.0,39.0,14.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,176
,Merlin Lako,2000221050,-,Unknown,Unknown,Unknown,Unknown,GK,Cotonsport,,Cameroon (Elite One),-,"$3,900 p/a",2026-06-30,CMR,,-,"6'2""",176 lbs,Unknown,26.0,,Scouting Required,Unknown,2,2.0,180.0,90.0,7.5,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,41.0,20.5,13.0,6.5,0.32,,,,0.0,,,,0.0,,,,2.5,5.0,0.0,0.0,0.0,0.0,5.5,14.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,1.53,,0.0,3.06,9.0,,,,,0.0,,0.0,5.0,,,,,,0.0,,,,0.0,0.0,0.0,1.0,0.5,,0.0,0.0,2.0,-11.19,4.0,1.0,6.0,-0.2,0.0,0.0,,0.0,25.0,5.0,3.0,0.0,0.0,6.0,3.3,0.0,0.0,,180.0,,,,,,,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,15.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17,176
,Babacar N'Diaye,2000206139,-,Unknown,Unknown,Unknown,Unknown,M (C),AS Douanes (SEN),,Senegal (Ligue 1 StarTimes),-,"$13,750 p/a",2027-07-31,SEN,,-,"6'0""",165 lbs,Unknown,20.0,,Scouting Required,Unknown,-,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,45.0,5.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,165
,Emmanuel Beken,2000167126,-,Unknown,Unknown,Unknown,Unknown,ST (C),Fovu Club,,Cameroon (Elite One),-,"$11,750 p/a",2026-06-30,CMR,,-,"5'10""",163 lbs,Unknown,27.0,,Scouting Required,Unknown,1,1.0,35.0,35.0,6.3,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,7.0,,6.0,,0.86,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,2.6,5.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,0.0,37.0,,,,,0.0,,,0.0,,,,,,,,,0.0,,1.0,0.0,,,0.0,,0.17,,,13.0,37.0,13.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,163
,Henry Uche,2000164376,-,Unknown,Unknown,Unknown,Unknown,AM (L),Coton FC,,Benin (Beninese Ligue 1 - C),-,"$41,000 p/a",2026-06-30,NGA,,-,"5'9""",152 lbs,Unknown,24.0,,Scouting Required,Unknown,8,8.0,720.0,180.0,7.12,,,3.0,0.38,12.0,8.0,0.67,1.5,1.0,0.0,0.0,,0.0,1.24,2.0,0.5,0.0,,8.0,1.0,201.0,25.12,147.0,18.38,0.73,7.0,0.0,,9.0,0.0,0.0,0.0,20.0,0.12,0.12,1.0,1.12,9.0,0.88,7.0,5.0,40.0,2.62,5.25,0.88,7.0,0.0,0.0,0.62,5.0,0.0,1.62,0.0,0.0,5.5,,1.0,0.1,,1.0,0.12,0.25,0.88,0.0,0.0,1.12,11.0,31.4,15.0,1.88,2.0,0.25,0.13,0.0,14.0,1.75,,18.0,1.0,0.0,7.0,0.88,8.0,,,,,,,,,,,,0.0,97.0,,0.5,2.25,,2.0,2.4,0.15,1.24,0.0,,,,,,,,0.0,,2.0,6.0,,0.15,1.76,0.07,0.57,,0.0,119.0,89.0,120.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,152
Unh,Jean Efala,12028939,GK,Sweeper Keeper,Defend,,,GK,Akwa Utd.,,Nigeria (NPFL),-,"$9,000 p/a",2026-07-31,CMR,,-,"6'0""",176 lbs,Right,33.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,176
,Vinsa Mendy,2000213567,GK,Goalkeeper,Defend,,,GK,AS Pikine,,Senegal (Ligue 1 StarTimes),-,"$7,250 p/a",2026-07-31,SEN,,-,"6'3""",174 lbs,Right,21.0,,Scouting Required,$3.5K - $35K,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,174
,Lansana Mansaly,2000160800,-,Unknown,Unknown,Unknown,Unknown,ST (C),Stade de Mbour,SONACOS,Senegal (Ligue 1 StarTimes),-,"$6,500 p/a",2026-07-31,SEN,,-,"5'9""",147 lbs,Unknown,22.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,47.0,12.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,147
,Abdoulaye Oualy,2000160758,-,Unknown,Unknown,Unknown,Unknown,AM (RL),ASC Jaraaf,,Senegal (Ligue 1 StarTimes),-,"$10,500 p/a",2026-07-31,SEN,,-,"5'11""",165 lbs,Unknown,22.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,68.0,9.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92,165
Lst,Fintelman,19410805,GK,Goalkeeper,Defend,,,GK,Vitória,,Brazil (Brasileirão Série B Betano),$0,"$1,600 p/a",2025-12-31,BRA,POR,-,"6'5""",171 lbs,Right Only,24.0,,Scouting Required,$0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,6.42,171
FrA,Ibrahim Sesay,2000158497,GK,Goalkeeper,Defend,,,GK,,,Sierra Leone,-,-,,SLE,,-,"6'3""",174 lbs,Left,20.0,,Scouting Required,$0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,15.0,6.71,0.0,8.0,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,174
,Doudou Diallo,2000157890,-,Unknown,Unknown,Unknown,Unknown,AM (R),AS Pikine,Génération Foot,Senegal (Ligue 1 StarTimes),-,"$10,250 p/a",2027-07-31,SEN,,-,"5'10""",152 lbs,Unknown,22.0,,Scouting Required,Unknown,-,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,69.0,13.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,152
